"actual SRS","(0.2, 54.6)","(0.2, 41.97)","(0.2, 32.26)","(0.2, 24.79)","(0.2, 19.06)","(0.2, 14.65)","(0.2, 11.26)","(0.2, 8.65)","(0.2, 6.65)","(0.2, 5.11)","(0.2, 3.93)","(0.2, 3.02)","(0.2, 2.32)","(0.2, 1.78)","(0.2, 1.37)","(0.2, 1.05)","(0.2, 0.81)","(0.2, 0.62)","(0.2, 0.48)","(0.2, 0.37)","(0.36, 54.6)","(0.36, 41.97)","(0.36, 32.26)","(0.36, 24.79)","(0.36, 19.06)","(0.36, 14.65)","(0.36, 11.26)","(0.36, 8.65)","(0.36, 6.65)","(0.36, 5.11)","(0.36, 3.93)","(0.36, 3.02)","(0.36, 2.32)","(0.36, 1.78)","(0.36, 1.37)","(0.36, 1.05)","(0.36, 0.81)","(0.36, 0.62)","(0.36, 0.48)","(0.36, 0.37)","(0.52, 54.6)","(0.52, 41.97)","(0.52, 32.26)","(0.52, 24.79)","(0.52, 19.06)","(0.52, 14.65)","(0.52, 11.26)","(0.52, 8.65)","(0.52, 6.65)","(0.52, 5.11)","(0.52, 3.93)","(0.52, 3.02)","(0.52, 2.32)","(0.52, 1.78)","(0.52, 1.37)","(0.52, 1.05)","(0.52, 0.81)","(0.52, 0.62)","(0.52, 0.48)","(0.52, 0.37)","(0.68, 54.6)","(0.68, 41.97)","(0.68, 32.26)","(0.68, 24.79)","(0.68, 19.06)","(0.68, 14.65)","(0.68, 11.26)","(0.68, 8.65)","(0.68, 6.65)","(0.68, 5.11)","(0.68, 3.93)","(0.68, 3.02)","(0.68, 2.32)","(0.68, 1.78)","(0.68, 1.37)","(0.68, 1.05)","(0.68, 0.81)","(0.68, 0.62)","(0.68, 0.48)","(0.68, 0.37)","(0.84, 54.6)","(0.84, 41.97)","(0.84, 32.26)","(0.84, 24.79)","(0.84, 19.06)","(0.84, 14.65)","(0.84, 11.26)","(0.84, 8.65)","(0.84, 6.65)","(0.84, 5.11)","(0.84, 3.93)","(0.84, 3.02)","(0.84, 2.32)","(0.84, 1.78)","(0.84, 1.37)","(0.84, 1.05)","(0.84, 0.81)","(0.84, 0.62)","(0.84, 0.48)","(0.84, 0.37)","(1, 54.6)","(1, 41.97)","(1, 32.26)","(1, 24.79)","(1, 19.06)","(1, 14.65)","(1, 11.26)","(1, 8.65)","(1, 6.65)","(1, 5.11)","(1, 3.93)","(1, 3.02)","(1, 2.32)","(1, 1.78)","(1, 1.37)","(1, 1.05)","(1, 0.81)","(1, 0.62)","(1, 0.48)","(1, 0.37)"
45,54.8754920763107,49.6770097702744,45.1249719770449,40.2677720382142,34.6677348488276,31.3178430465966,28.6581415526687,27.0491725759564,26.7223697845664,26.8478751750336,27.5061286921997,28.1743606400197,28.7419425455049,29.1424718208565,29.234257065279,29.2744176872708,29.3115204752366,29.3646263465802,29.360386071109,29.3500805509072,55.5828571428571,55.5828571428571,55.5205912893753,49.9712722896514,44.9452100587658,40.9932231829191,36.2606628061851,32.8795988991575,29.5690371920811,26.5942975684898,26.1868959467232,27.3150202322058,27.9603977738719,28.0031937228668,27.6047133266003,26.8762059701144,26.4514580712221,26.3308280418302,26.2290183399084,26.1455080413851,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,52.0817242063722,46.0452902569495,41.528433310156,38.5348004012976,35.3905756721771,32.4706136335906,29.6177174747785,27.290998780042,27.9381768606356,29.0028683731718,29.4653109427703,28.7772893645515,27.7442252143799,26.9345433182976,26.2993202240621,25.8285639405056,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,52.0443636483587,45.7084587034029,41.3340089626519,38.1823730743247,36.0279078272733,34.5097739876176,31.8182660970614,29.4996186325771,29.9450184113754,30.5005848254205,29.925092315125,28.3426500855374,27.0488901851902,25.8220812221388,25.3878782823685,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,50.4169506405568,44.2911536949882,40.5938808179967,37.4260819165631,36.2123845678983,35.859011280759,32.6588142828332,31.622009926373,32.6186960420611,31.4197736889556,29.3901938040319,28.2912418018095,27.158899810727,26.6506823442841,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.1849309784982,47.9690396884003,42.6237456547872,39.5205168147004,36.7242901665031,36.8406635552713,36.02881646436,33.2898920575552,33.306073375543,33.835989762249,32.5852125858853,27.7785644353402,25.0826596398318,24.9548939095925
18,55.5158007932575,53.5645504388533,54.2875052702772,54.4993164031671,52.2550867309466,50.9819166969412,50.719455160319,49.4645025483192,47.8612256101958,46.5920649988448,45.2504770333432,44.1270578111632,43.5349852292665,41.8888927691428,40.2329527260175,39.0774210609084,38.437834623111,37.9266069685229,37.5819207144459,37.3157635416486,55.5828571428571,55.5828571428571,55.628017716179,53.7392028665267,54.7161570828178,56.5725387077079,55.3892310493631,53.055422532856,52.6248999292418,52.1852475116855,49.1055945588325,46.3087898213853,43.1810437452889,40.2832536144365,37.7569347682273,36.0673010704676,34.8640939005857,33.8476383843788,33.0517780002656,32.461847573017,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,54.7755520728714,54.1566826245317,56.6116533287885,58.5570092564747,55.6883116481426,54.1951575228115,54.4017490433371,51.7270079785343,46.1533495274312,44.085028402479,41.2811901240757,37.9267864970648,34.9447241857189,32.9571779051226,31.8736677540195,31.294128759153,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,54.8781513118971,54.4760156857475,57.1759043984802,59.9226005687468,57.5355826491224,55.7003268258681,55.6161135568301,53.1732264653602,48.3306109488407,45.6783995727007,43.8685461320531,40.3283737624634,37.126562648117,34.5369070006576,33.1007553633628,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,54.3683283436778,55.5423925392679,58.5199972359349,60.7297973823708,58.3199551405436,57.4065860391879,56.2307245248949,53.7049753013006,50.5835551653749,47.6083423793995,45.4548305144344,42.2905038330631,39.3487464336213,37.7315464275434,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.7246860226251,53.8208274235447,57.0398633301462,60.4196427636607,61.3383401083435,59.5056961201741,59.4925297068147,57.1519697445483,54.6698912785666,52.436370893749,49.3806406110494,45.9419536140683,42.2815770587122,40.9115857016042
77,55.958541756006,61.0212448549111,67.2925064940743,74.6778596738554,82.4882550890909,88.5322842477857,91.1832061792667,91.6161375831941,91.979815435009,91.4394880211871,89.414791990993,87.8699204193395,86.9508243899911,86.5776070919839,86.3033656252087,85.6494121674227,85.3617232593461,85.08661315092,84.9194543880312,84.8343210232138,55.5828571428571,55.5828571428571,55.6198749869494,60.2047349441219,67.0480325609973,74.1639706922091,83.2989149736464,89.130609826009,91.7267366581237,90.8930970792886,89.3848101949154,88.0860855456837,86.3172234434232,84.8561855464352,83.6655310377338,82.7722193037159,82.2344259203244,81.4914927925061,81.2087783105216,80.8704729663188,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,58.1876385094933,64.2881447704472,72.2780105772373,81.1291815917493,87.9193772155666,90.4294259086851,91.0468459240545,88.6956691129675,86.1915371845259,83.707721816602,81.4838782965902,81.8292917339924,80.7410456707123,79.6278164804345,78.7501985927804,77.6431993007817,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,58.1596485913701,64.452395743062,72.7936507262368,81.538335348481,87.8706502953708,89.6895206458599,90.292242663156,88.1766017140724,84.4843753427321,81.1370590984059,79.0461140847525,78.2350209525442,77.1229465843502,75.6351572934986,74.7346894266417,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,59.6639559917963,66.6475634592474,74.8089444789019,83.7428564321192,88.2760960772592,89.3525433191317,90.0784864008988,86.6974883674746,82.9591423188936,80.4028728225409,79.5863606998428,79.6578555700278,78.2127151187627,77.1413590763125,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.6908839968208,62.056757516526,70.1009029165083,77.8144017484669,86.3664880319558,88.6716392827884,89.0503770706071,88.749292023091,85.0232243724968,81.9910338432559,79.9060434747239,78.9736860335331,79.1612622084583,77.810612890856
125,54.7410598933747,53.2742675484781,49.9613755844179,50.0059578342874,57.4316331698137,62.832766765202,68.8371003329074,74.3111972033692,78.682447894127,81.2105906753756,82.8701525482518,84.2037850231168,85.3021739436186,86.1394838280128,86.4622845665183,86.566749692737,86.7244174712453,86.8414602914901,86.9069341818124,86.9621968045815,55.5828571428571,55.5828571428571,55.3989582977931,52.6702818356865,49.8237256045589,48.0587027375335,55.8675917782968,64.6111873686424,68.089378772194,72.480378123153,79.918568738181,84.7897515550068,87.759184426372,89.9231057042779,91.8472667972614,92.8126576829991,93.1028852124669,93.7634037753671,94.4471659224366,95.0585380810875,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,53.0726898793915,50.7804641236487,46.4217229360423,51.5584828781702,62.7975457630826,69.8446708351986,71.9672777336726,79.6424748816459,85.6940249877359,88.3266852410706,91.9933898127089,94.5996167251263,97.6446299282121,98.5194958082359,98.7473444533452,99.2956934470501,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,52.9783263350346,50.4477553107391,45.945490422383,50.4943101760311,62.0935678392006,71.6637417002375,75.6620158345013,82.7325990265562,88.3735580238375,91.1177683532228,93.5728393432851,97.2837602968573,100.219995349435,102.827265712096,104.33276289633,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,52.3223364680356,49.1384077790844,45.6214252294884,51.6354305655778,63.924555134611,73.9095955963172,79.985973397407,86.9778277298757,91.3472095199805,93.585298466663,95.6467555857344,98.942171168751,101.244070097844,102.988005406968,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,54.871410408709,51.7145780431675,47.5314310360041,46.3062749385293,54.7043430998981,67.2078609019302,76.5858946992002,84.7780067394236,89.6904141827629,93.5505649447275,97.317096253065,98.5209110195672,100.96193547177,103.049034581493
73,55.9504781298249,56.423303831659,56.6412692161473,59.4817026990841,65.3509687035048,67.4554448901331,69.364724729829,71.6296055927497,73.067924092925,74.1169628947724,74.7654566077752,74.0559985797403,73.7632287477228,73.4593055700841,73.1799574962362,72.756705380378,72.6391704586053,72.5843541278174,72.4867190936069,72.4354502082457,55.5828571428571,55.5828571428571,55.7153256984603,55.8282126435898,56.4583303227003,58.1773980072881,64.1475148791352,67.9835595117987,68.4950342945007,70.5869011797662,70.2484700245706,70.3011697922272,70.3119824646298,69.9317427583279,70.0382916323399,70.537116433391,70.8884673578595,71.1253881079152,71.7200076245271,72.046540417176,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,56.1920889932242,56.4551110529044,57.2924766046823,60.9104857332233,67.0237665578956,66.151862020272,66.3920619274396,66.9539652040489,65.2435393304476,66.3366760878108,66.3537382391144,67.0009774760725,67.9556975532128,67.6832518963183,67.5867118683221,67.2216948792339,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,56.3506521946884,56.5539527141899,57.71322344247,60.7976008260595,66.3505536353167,64.7125977666679,63.4160134178234,63.1514499753651,62.964505923058,63.0333813536441,63.2511628587297,64.8757999857994,67.0862983381398,67.7567910778202,68.069722995733,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,56.1114115938028,56.5626565093557,57.9661006205072,61.9372731767902,66.7267847012593,62.5604687256105,61.0907082022853,59.0537270628843,61.089729398719,63.0026635777019,65.4551675028292,67.1858158979652,68.1386552239412,69.1228263493647,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,56.1879524344164,56.0777730717688,57.0344625583132,59.1167036083119,64.2347784358224,65.5070715238642,59.8565516491368,57.4464679520624,56.6153537943343,60.4514892769036,63.1064654263543,64.0671907536755,65.6860469047517,66.3764957559154
12,55.6389466533329,55.6882412264426,56.680189583324,54.5184613633125,46.6707642394592,37.2391221420013,30.3349586513641,25.2311854012263,21.2929833556272,18.90091646791,17.7194996891406,15.7226443716445,13.6222492362086,12.070984355584,11.0834520927565,10.4131568728061,9.80657540393768,9.49373551779457,9.16876355787448,8.93821935362411,55.5828571428571,55.5828571428571,55.521688770835,55.9609242080526,55.4574664546463,54.3666123560445,46.3892659688465,35.4021894095954,27.6959804941089,20.655962876348,16.3431717327277,14.4473603366774,13.7465725651215,13.1314825085988,12.5607812096876,11.7848883000612,11.4884458022287,11.391927011373,11.3134327332917,11.267904252334,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.8207497309936,54.9496468154688,54.6556704108235,48.0723374992195,38.1351748821913,28.8276207932498,21.8340319708749,15.250167011885,12.9676192054391,11.5690193712303,10.8573326012282,10.3779078831827,9.68357440943235,8.84535522840077,8.5116479153742,8.18974130343886,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.8274762055863,54.4706544565817,54.1436062084515,47.3989477412241,37.7963408497785,28.928524383751,21.0946261666733,14.4070689174714,11.4544906843139,9.7278605945055,9.29487901593011,8.27081133319265,8.00234524709153,7.83744367335517,7.89162123145701,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.7689530137871,54.0678829193315,52.4849581962673,44.9168263042275,36.1076062947028,27.7616408005473,18.8549646112682,13.2565036277295,10.4282342917967,7.80514090419098,7.0756537115558,6.21988212314747,6.26612659659005,6.61440429005524,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.4543508011475,54.9563468233044,53.345554590201,50.1378917208068,41.4802738256882,33.568723122943,25.7552805468059,16.991079798083,12.6584689419252,7.48302133686943,3.52444575212658,2.57113271452601,0.993772196065166,0.484182510818918
56,57.3930131557494,65.3921566832748,69.2784634346314,69.3260380017009,70.4885029510325,69.0032751311214,63.3311310120126,57.6155350543029,56.1972332549029,55.399924445445,54.120511767189,53.4365709787784,53.0578576012513,52.4278785292718,52.2630131700562,51.6376023089464,51.2429405512326,51.0855527753883,50.9464853489443,50.8450094066615,55.5828571428571,55.5828571428571,56.1057364410461,64.9418352452755,71.0532930476585,71.7670093772395,73.2522388407046,72.3017125811804,67.1805740110597,57.7413567034315,50.8557798234999,52.921859136708,52.4056973566077,51.1972159879147,49.3151932525819,48.1594548757598,47.8519823729916,47.633484829868,47.5828127316601,47.6743584255236,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,62.1272987681665,70.7042028041041,72.1534148947617,74.7986870697125,75.0162239024562,69.7272762125238,61.4299367613881,50.6838550711424,48.0041259834082,47.4002796267304,43.7515107489506,42.125934338228,41.183536858226,40.9557835568902,40.9233192499569,40.0618537629812,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,62.4201670247034,71.3627111748045,72.8863657160987,75.6189323602556,75.7309445010507,70.0321936489435,61.6021073953424,50.0590637755422,45.7336014415409,43.5111701825664,41.2016304862937,39.4451281970905,38.3681890187191,37.9624291652054,37.6904749399845,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,64.6703722854541,73.0208799456774,74.1165389652508,76.9455913872173,75.2103748482117,69.2841479273569,60.1857597257825,49.3477974091801,42.7056633051937,38.8908750404791,36.3081514317706,35.2853486170007,34.7365779678986,34.3974741371694,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,57.4076803981632,68.4575515822241,74.3703012191917,75.9761692594802,77.7103418764332,73.9776032308762,68.1134743029627,57.0087290898424,47.3502086556269,40.3898963988278,35.75923296333,33.1353646972818,32.7513493071163,32.9128734719254
2,55.9311165229319,57.2015398033937,62.0240336039156,63.2811832544391,62.1417904637135,63.9288726382097,66.5460533203174,70.3737288565106,72.6017501203368,74.387740665659,74.1522354533464,73.4401218185359,72.6055078652965,72.317769596291,72.466418657518,72.7505248679906,73.0267954226465,73.2077315456565,73.3066682313985,73.3701156396502,55.5828571428571,55.5828571428571,55.693880526783,57.2740641273533,61.9947113922608,65.1461065151852,63.9667692683711,65.3000393191776,68.8308619201992,73.058557400692,76.1999985234674,77.2343943166419,77.7260775109442,77.6086543777348,78.4571688744372,79.1130471674992,79.3288675867733,79.381171747443,79.5089953854807,79.5965287131397,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,56.8694872069937,60.2883558788922,65.7362338973291,65.7640823752071,65.36305442165,68.4377520985218,72.4380439792705,76.0492245543972,78.4597624864392,79.5575943238667,80.7699635443923,81.7425453557169,82.5290182904255,83.0797594833285,83.1777414873101,82.8696147913124,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,56.9031788648045,60.4231827406355,66.0174730785382,66.4936099263427,66.5747744309272,69.1139171568385,73.5006188178577,77.0079422164763,80.8962240968474,81.6596868655501,82.6079061096064,83.2761359783828,82.7828399496273,82.9776572335609,82.9595228315837,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,57.3097832361301,61.6254495366712,66.7455882341648,66.4807910369064,67.6634174291645,70.3043656466505,75.5436152819235,79.1296670011973,82.3120947969451,84.5865733535617,85.3503334330487,85.2661938171733,84.356943689877,83.1492356115987,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.925239291797,57.884634031403,63.6894507159268,66.9735983246389,66.225219444994,69.402526635391,72.8551595508675,77.7329453905911,81.7539524256091,85.0895756338413,86.6615589518709,86.6108274247745,85.1867908801764,83.8564476202668
77,55.207242148933,54.6730291011953,54.4833446572018,58.4668051202146,66.1525303655201,69.3886587306067,68.2006213637428,67.6941232250232,67.1312198246741,65.1412052416387,63.1306942609331,61.2364874840074,60.6044074948155,60.3387411576554,60.1712787758188,60.0305567794752,59.8497637396047,59.7432532274385,59.588217123248,59.466991439765,55.5828571428571,55.5828571428571,55.4549342472438,53.8378817427611,52.8542554902246,55.3042201839618,64.3113049446467,70.5538347417817,70.3210399096809,67.3831617623285,66.9163832901793,66.0171167094597,64.1754045309805,63.6099995731913,65.0331011145397,65.9209461282564,66.6746186633092,66.9135902682193,67.0352638215112,67.034226740471,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,53.930416378617,53.2897922375464,53.7513718312349,59.7654574670284,68.6600092957113,72.3834845740388,69.3962643461431,67.7989740124615,68.3481245543432,66.6592479274812,67.4659087134619,69.1283045338456,70.9125970368644,71.973251746224,72.7209735685775,73.1017434674678,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,53.7005345432383,53.154102585991,53.8886733897582,59.6216147821608,68.4062853789062,72.6613675345226,70.7463207539842,67.8958614722292,69.6736000915863,70.3957320452933,72.9194756315547,75.6781251863777,77.5252287438534,79.1448850177709,79.5718918264095,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,53.156330996754,52.8723255789977,54.3929186301836,61.6149412619055,69.489578702812,73.2863232397277,71.1965284295206,69.6874860840558,72.7857336192983,76.612476486381,79.6249742734513,82.5437087418296,83.9082701676527,83.8533670078957,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.092005954547,52.7705060932046,52.9367836625354,55.4639098403132,65.3153751676614,71.9097982991633,75.2048603424282,72.0270054607115,72.0350838302143,76.1681600334269,80.2053315008518,85.5631151477689,87.7801915730587,87.9363755154805
164,55.2206213736958,55.3430882246079,56.4014183513039,58.8241943681898,63.5938885665352,66.7437665361071,69.7740338561981,72.0446486746239,73.2236160701012,75.0056688622757,75.5716997181221,76.1578005414484,76.2128108041322,76.0269125095743,76.0752892574813,76.0296205115673,75.959259802105,75.9126607774441,75.9000132136707,75.9139723338596,55.5828571428571,55.5828571428571,55.5553120853531,54.8009552523371,56.7059953556599,57.8827179666376,61.6850197993342,62.9275900268548,65.7395555687823,68.1347187048994,70.4273719514236,72.9983204506296,74.4005141319402,75.6478927930782,76.5906682340094,77.0212261077679,77.184440527017,77.3525747155194,77.5749273538422,77.9030730241439,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,54.5431594935873,56.5345718676828,57.3811614521796,59.9413642801937,61.9974861010991,62.6900224469075,67.1297020663037,71.8673351415555,74.525642192235,77.0245346900999,78.506214689349,79.8941264283296,81.4541950777018,82.2354612030505,82.1466018616971,82.1097685690652,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,54.3652281665278,56.6225491822322,57.5265437640407,60.1304048388238,61.7218598519434,62.4572262835176,67.6689747040159,73.4037178192521,77.6667611304911,79.525225743152,80.9101337546989,83.0942839247874,84.7982652468475,86.1775373759056,86.6063783427686,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,54.2118420424432,56.9643218822324,58.2959956970457,60.9775996812564,61.5981808269549,63.2443598817886,69.5788970932426,75.9569162884876,80.7557181056369,82.2510616841335,84.1694817604123,85.8064705395484,86.4637027853984,87.2047389447059,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.5828571428571,55.3701185617752,54.9363881824193,57.2238324799844,59.0494177829004,61.9022729350962,61.8654205958614,65.281882268519,72.5298998899593,79.0140529965643,82.5024740652102,85.050311058612,86.7489770279824,86.8682330862769,86.9858754412582
